id,title,summary,text,provement,label,time
306,深圳一“新冠肺炎已治愈患者”闯地铁致安检员被隔离,09:45分左右华中科技大学协和深圳医院医务人员，到车站调取监控告知其未佩戴好口罩人员为医院“新型冠状病毒”确诊患者，安检立即安排其两名接触患者乘客至隔离区进行隔离，同时对所有安检员、安检区域进行消毒，现两名安检员已被送至机场东基地进行隔离观察，全程两名安检员未与其他人员有任何接触，且全程按照要求佩戴好口罩、护目镜、手套,关于一号线桃园站乘客未配戴好口罩接触的信息通报信息等级：IV级 时间：2020年2月24日9时50分 地点：一号线桃园站                    主管辖区：一大队二中队简要事件：桃园站乘客未戴好口罩接触安检员当前处置：史昱2月24日9时50分接桃园站报案， 09:38分一70岁左右男乘客准备从桃园站B口进站乘车，红外线测温仪测量体温无异常，向值机员叶文秀问路（大概距离30公分左右），值机员发现其没有佩戴好口罩，立即提醒该乘客佩戴好口罩，该乘客不听劝阻，执意要进站，安检员黄俞富发现该情况立即进行劝阻（距离乘客1米左右）其佩戴好口罩，该乘客还是不听劝阻，安检员黄俞富一直阻拦5分钟左右，将该乘客阻拦至A口出站。09:45分左右华中科技大学协和深圳医院医务人员，到车站调取监控告知其未佩戴好口罩人员为医院“新型冠状病毒”确诊患者，安检立即安排其两名接触患者乘客至隔离区进行隔离，同时对所有安检员、安检区域进行消毒，现两名安检员已被送至机场东基地进行隔离观察，全程两名安检员未与其他人员有任何接触，且全程按照要求佩戴好口罩、护目镜、手套。执法队到场，接车站通知，该乘客于09:50分已被接至医院。,该男子86岁，1月26日确诊新冠肺炎，2月17日治愈出院。近期由于身体有其他不适，前往华中科技大学协和深圳医院（南山医院）就诊。2月24日，他从华中科技大学协和深圳医院（南山医院）自行离开，在地铁1号线桃园站乘坐地铁时，因口罩佩戴不正确被地铁安检人员多次劝说，最后未上地铁从桃园站离开。随后南山医院医务人员联系车站，确定该不正确佩戴口罩的男子正是从医院自行离开的新冠肺炎已治愈患者。据深圳市地铁运营管理办公室林青海介绍，接到医院反映情况后，车站立即对出入口、车站站厅和安检机进行了全面的消杀消毒，并对与该名患者接触的两名安检员进行了为期14天的隔离。目前，隔离的两名安检人员体温和各项指标都正常。,1,2020/2/25
307, 对新冠肺炎患者，低分子肝素可以有效治疗血栓,——来自较真用户@丁勇的提问,对于新冠肺炎，低分子肝素是目前看来最有效最安全的阻止血栓形成的药物，注射4天低分子肝素钠后，血氧饱和度不但没有下降还逐步上升，症状明显减轻，甚至痊愈。真的假的？——来自较真用户@丁勇的提问。,抗凝药物（比如低分子肝素）来防治弥散性血管内凝血（DIC）有着理论基础。因为DIC早期的病生理表现为广泛的凝血，在这个阶段给病人加用低分子肝素可能有助于防止血栓的形成，防止病情恶化。不排除有些重症新冠病毒肺炎患者接受了低分子肝素治疗的可能性。但是在临床实践中，目前并没有推荐所有新冠病毒感染病人常规应用低分子肝素来防治DIC。其主要原因在于目前仍缺乏高质量的临床研究结果来证实这种用药方案的有效性和安全性。低分子肝素仍然存在着导致病人出血的风险。,2,2020/2/25
308,新冠肺炎疫情在美国早已爆发，美国还没缓过神来,CDC称对于这些被判定为不属于流感的病毒，将逐步进行新冠病毒的检测,“美国刚刚缓过神来…本季度至少有2600万美国人感染流感，25万人住院，1.4万人死于流感，而这1.4万死亡人数里，并非都患有流感，更可能是感染的新冠病毒……CDC称对于这些被判定为不属于流感的病毒，将逐步进行新冠病毒的检测。因为流感症状和新型冠状病毒的某些症状相同，比如发烧、咳嗽、流鼻涕、气短，很多人被错误的区分为流感并没有救治，也没有进行社会预防。”美国早已爆发新冠肺炎，这是真的吗？,美国CDC确实说了新冠病毒可能会在美国出现大流行，但并没有一句话明示或暗示“一些流感案例更可能是新冠病毒”。美国急于扩大新冠病毒检测，是为了应对全球流行趋势，而不再只把重心放在来自中国的旅行者，升级现有的流感监测网络即可派上用场。,2,2020/2/25
309,盘龙城美府明苑一女士为了出去买点肉，从十楼爬下来,转发视频和照片时，有网友留言说：“盘龙城美府明苑，此女为了出去买点肉，从十楼爬下来,24日下午，一段拍摄于武汉黄陂区美府明苑小区的视频在网上传播。一位身穿绿色外套的女子从楼上扒着窗户，慢慢往下爬。左手拿着一个白色东西，左手臂挎着一个包。网友传播的另一张图片显示，同样穿着绿色羽绒服的女子未戴好口罩，手里提着一个袋子和一个包，白色袋子里装的东西看不清。转发视频和照片时，有网友留言说：“盘龙城美府明苑，此女为了出去买点肉，从十楼爬下来。”,该视频中的那一幕确实存在。楚天都市报记者找到当时在场的社区工作人员核实。据工作人员介绍，该女子有精神病史，但抗拒用药。她家住八楼，小区的楼道开放，电梯正常运行。其家里有人，家人怕她乱跑把她反锁在房间，女子爬下楼后被社区工作人员拦住，其手中的物品不是肉，而是桶装方便面。美府明苑小区物业一位工作人员也向楚天都市报记者证实，事情发生在2月24号下午。这名女子精神状态时好时坏，儿子不让她出门，她就瞒着家人悄悄爬下楼。之后，小区保安和社区工作人员把她拦了下来，没有走出小区。后来，保安把她送回家。,2,2020/2/25
310,国家体育总局下发4月30日前禁止办赛通知,有人认为，通知的意思是4月30日前全国禁止办赛,2月24日，一则关于“国家体育总局在4月30日前严禁举办集聚性赛事活动”的通知在各大社交平台上传播，消息来源为沈阳市体育局。有人认为，通知的意思是4月30日前全国禁止办赛。,2月23日，沈阳市体育局发布了《关于做好公园广场健身人群防控新冠肺炎疫情的通知》，其中“按照国家体育总局通知要求，4月30日前严禁举办集聚性赛事活动”被网友断章取义，过度解读为了“国家体育总局在4月30日前严禁举办集聚性赛事活动”。沈阳市体育局本意为，4月30日前，沈阳市内严禁举办集聚性赛事。通知其实是一份针对公园大众健身活动的指导性文件，并不能直接推导全国职业体育比赛的推迟。国家体育总局官方网站目前并没有任何关于“4月30日之前严禁举办集聚性赛事活动”的明文规定和公告。沈阳市体育局已经将《关于做好公园广场健身人群防控新冠肺炎疫情的通知》删除。,0,2020/2/24
311,美国吹哨人爆料美国新冠肺炎感染者已超1000例,这两天，“新冠病毒即将在美国大爆发”的说法盛传,这两天，“新冠病毒即将在美国大爆发”的说法盛传。其中最主要的一个依据是，2月17日， Youtube上的美国up主保罗·科特雷尔博士（Dr. Paul Cottrell）宣称，他通过自己在美国CDC的线人了解到，美国CDC隐瞒了疫情的真实情况——美国新冠病毒感染者已超1000例。科特雷尔也因此被一些美国网友称为“吹哨人”。,号称美国“吹哨人”的保罗·科特雷尔博士，其公布的所谓“爆料短信”来自海外版抖音“Tik Tok”，早在1月28日已经出现。该短信中的“线人”身份非常不可靠。有人专门就此短信打电话给美国CDC求证，得到的回复是“该短信是假的”。若接近1个月前已有1000例感染，在没有警报的情况下，美国疫情现在已不可收拾，不可能本土才确诊十几例。,0,2020/2/24
312,钟南山：至今确诊一万多例，无一素食者感染新冠病毒,”也就是说感染病毒的都是吃肉的人,全社会都在为新冠病毒忧心忡忡，网上各种异想天开的“抗病毒方案”也层出不穷，比如突然在社交媒体上流传的这样一个说法——钟南山院士说：“至今确诊一万多例，无一素食者。”也就是说感染病毒的都是吃肉的人！做不到不吃肉，但可以做到少吃肉。院士说自己吃全素已经第六个年头了……,钟南山是否说过“确诊病例中无素食者”存疑。即便说过，也要联系上下文语境。而去年的一次公开演讲中，钟南山院士还表示，健康美食来自均衡的营养搭配，他还说喜欢吃清蒸鱼。就目前情况来看，不太可能有人去做“确诊一万例，无一素食者”的调查。即便确诊的一万例都是吃肉的，也不能得出“素食者不会被病毒感染”的结论。素食者饮食节制，其他生活方式也注重健康。但如果剔除了各种“混杂因素”，素食并没有显示出额外的健康价值。相反的是，人体的正常运转需要多种不同的营养成分，素食很难“营养均衡”。,0,2020/2/23
313,10年前陈国生就预测预言了新冠肺炎的爆发,一本名为《实证化中医基础理论及运用》的书在十年前就预言了这次肺疫的爆发,一本名为《实证化中医基础理论及运用》的书在十年前就预言了这次肺疫的爆发。作者陈国生预测，2019年12月26日5:00手太阴肺经将爆发疫情，到2020年3月24日10:00基本解除。,根据读者提供的照片，在上海图书馆的馆藏信息中，用题名“实证化中医基础理论及运用”检索，用作者“陈国生”检索，均未找到这本书。检索国家图书馆馆藏情况，用题名“实证化中医基础理论及运用”和作者“陈国生”均没有查到此书相关记录。此外，在“读秀”和联机图书馆OCLC WorldCat数据库中也没查到记录。在万方数据库里，查得陈国生所写“实证化中医基础理论依据及应用”发表在《2011年全国天灾预测研讨学术会议论文集》中。这篇文章题名和网传书名有一字之差，但能够对应上年份和会议名称。从论文中可以看到，网传的相关预测，实为作者所绘的经络循环表。文中并未涉及任何与疫情预测相关的内容，也未得出相关预测结论。,0,2020/2/22
314,建设火神山医院的工人要结算工资了，许多人坚决不要,但是铁三局领导不同意，正在做工人工作，要他们收下，因为他们大多是农民工，家庭都不宽裕，这次工资一般都是每人每天1500元，应该是一笔可观的收入，但工人集体坚辞不收，太感人了,转发！ 今天从朋友处得知，参加火神山医院建设的工人要结算工资了，但许许多多的工人坚决不领工资，他们说，武汉现在这么难，我们也想做些力所能及的事，提供吃喝已经很好了，工钱就不要了。负责人反复做工作，说你们冒着被感染的风险，辛苦这么多天，工钱是该得的，必须拿，回家给老婆孩子买点东西也好啊。但这些工人坚持一分钱也不收下。听到这件事情很感慨，中国有这么多善良的人民，真的要好好善待他们！ 但是铁三局领导不同意，正在做工人工作，要他们收下，因为他们大多是农民工，家庭都不宽裕，这次工资一般都是每人每天1500元，应该是一笔可观的收入，但工人集体坚辞不收，太感人了。,2月18日晚，健康时报记者采访了火神山医院的承建方中建三局。一名负责人告诉记者，的确有这个现象，不过没领工钱的是部分志愿者，他们没领钱就走了，也没有留下联系方式。东方网·纵相新闻采访到了一位“不要工钱”的志愿者李方。除夕夜，李方代表他的公司与其他几个“战友”以志愿者的身份逆行前往了武汉。据李方介绍，他身边还有不少工友，虽然领取了工资，但当天就把工资给捐了。李方表示：“拿工资是本分，不要是情分。我们是说好不拿工资的，但那是我们的个人行为。大家都是冒着风险在工作，只要付出努力，都值得尊敬。工资是应有的回报。该拿还是要拿。没有必要过度解读我们。”,2,2020/2/22
315,外出检测体温，最好测手腕！ 红外线测温仪伤害眼睛,如是测颈脖，会靠近甲状腺，使用不当也会产生不良影响，目前测温次数很频繁，希望大家告知身边的家人、朋友保重自己的身体，避免不必要的伤害,知识医生提醒：外出检测体温，最好测手腕！ 目前频繁使用的红外线测温仪有着很大的隐患，使用不当很容易造成对人体的伤害！ 目前，防疫期间，：出门卫一枪、超市一枪、菜市场一枪、回来再补一枪、枪枪打头，如果红外线测温仪频繁照射到眼睛那将会伤害眼晴视网膜，厉害的会产生眼底黄斑变性，因为眼底黄斑变性是不可逆的，轻着会影响眼球的玻璃晶体混浊及白内障等眼病，所以为了眼睛健康绝对不能忽略此问题，由于这场新冠病毒来的突然，一些工作人员没有经过专业培训，匆忙上岗，这会造成不良的后果！ 懂行 医生建议：检测体温最好测试手腕最妥，那样无伤害。如是测颈脖，会靠近甲状腺，使用不当也会产生不良影响，目前测温次数很频繁，希望大家告知身边的家人、朋友保重自己的身体，避免不必要的伤害！ 电视上可见，国家领导人在外考察时体温受检，都是测手腕的！！,红外线测温的原理，是通过接收物体发射的红外线来检测的，因为温度高的物体发射的红外线数量大，温度低的物体发射的红外线数量小。红外线测温，它自己不会主动地去照射被测物体。手持红外测温枪，通常会发射一束辅助光线，用来定位，帮助测量人员观察，测量元件是不是对准了额头。这一束光不会对皮肤造成伤害。不过我们应该避免它直接进入或者反射进入人眼，进而引起眼睛不适。如果长时间对眼睛进行直接照射，很可能会造成永久性伤害。所以我们只需要注意手持红外测温枪发射的那一束定位光，别让它进入人眼就行了。你要是还不放心，那就在检查的时候，提前把眼睛闭上。,2,2020/2/22
316,使用二氧化氯贴片能预防新型冠状病毒，且无毒无害,二氧化氯在理论上可以杀灭新冠病毒，但它并不如贴片/消毒卡等产品的宣传所说“无毒无害”。美国国立职业安全与健康研究所给出的职业暴露剂量建议是小于0.1ppm，超过5ppm就达到危险范围。虽然低浓度下二氧化氯无害。但贴片/消毒卡若溅水或空气湿度过大则可能放出大量二氧化氯，不利于人体健康。“诊疗指南”中所说的含氯消毒液指的是对表面进行擦拭和喷洒杀灭病毒，对预防新冠病毒而言，不需要对人身体周围的空气进行消毒。佩戴二氧化氯贴片无法防飞沫，因此也不能有效预防感染。此外，广告宣传的在身体周围形成“保护空间”更是无稽之谈，空气流动显然会急剧改变二氧化氯的浓度。,二氧化氯魔贴无毒无害，可以灭活新冠病毒，贴上之后可以在身体周围形成一个“保护屏障”，一立方米可以释放100ppm，起到辅助拦截病毒感染，保护佩戴者的健康的作用。,二氧化氯在理论上可以杀灭新冠病毒，但它并不如贴片/消毒卡等产品的宣传所说“无毒无害”。美国国立职业安全与健康研究所给出的职业暴露剂量建议是小于0.1ppm，超过5ppm就达到危险范围。虽然低浓度下二氧化氯无害。但贴片/消毒卡若溅水或空气湿度过大则可能放出大量二氧化氯，不利于人体健康。“诊疗指南”中所说的含氯消毒液指的是对表面进行擦拭和喷洒杀灭病毒，对预防新冠病毒而言，不需要对人身体周围的空气进行消毒。佩戴二氧化氯贴片无法防飞沫，因此也不能有效预防感染。此外，广告宣传的在身体周围形成“保护空间”更是无稽之谈，空气流动显然会急剧改变二氧化氯的浓度。,2,2020/2/21
317,多家航空公司建议接种疫苗的人不要坐飞机,最近很多国家都取消限制，大门重开，迎接完全接种了疫苗的游客,最近很多国家都取消限制，大门重开，迎接完全接种了疫苗的游客。打了疫苗的就真的可以到处嗨、到处浪了吗？一条重磅的消息莫过于自澳洲的Sky News的新闻：天空新闻报道说，由于最新的科学见解和可能的诉讼，航空公司正在解决血栓问题，并建议接种疫苗的人不要坐飞机！因为有血栓的风险，会因潜在的副作用加速瘫痪。,国际航空运输协会没有发现任何航空公司因为血栓风险而考虑拒绝接种疫苗的乘客旅行。国际航空运输协会有一个医疗咨询小组，负责研究航空旅行的健康问题。该小组的议程上不包括以血栓作为新冠疫苗接种的副作用为由限制旅行的问题，该问题甚至从未向该小组提出过。,0,2022/7/19
318,成都核酸检测中发现17名初筛阳性人员,经核实，该消息为谣言。请广大市民在积极配合防疫工作的同时，切勿轻信非官方发布的信息。 ,7月15日，网上流传多个疑似官方流调信息截图，内容称“成都在核酸检测中发现17名初筛阳性人员”，还有消息称“将对首例、确诊病例和17例初筛阳性人员的工作地和居住地按高风险管理”。,经核实，该消息为谣言。请广大市民在积极配合防疫工作的同时，切勿轻信非官方发布的信息。 ,0,2022/7/18
319,钟南山没打新冠疫苗,近日，一条“钟南山一针疫苗都没打，却要求全国人民打”的聊天记录在圈群中传播,近日，一条“钟南山一针疫苗都没打，却要求全国人民打”的聊天记录在圈群中传播。还附有一张截图，截图中的姓名为“钟**”，照片疑似是钟南山院士，疫苗显示“无接种记录”。,早在2021年5月14日，人民网公开播放了钟南山接种疫苗的现场视频。钟院士在视频中称近期已接种了疫苗，并呼吁大家尽快接种。网传聊天记录截屏与某地“健康宝”小程序的截屏高度相似，经测试发现该小程序仅能查询居住地或疫苗接种地为本地人士的疫苗接种信息，对非当地人士的查询不予支持。因此按此种方式查询钟南山院士的疫苗接种情况，从而得出“钟南山没打疫苗”的结论并不可信。,0,2022/6/27
320,接种疫苗者副作用将全面暴发，患上免疫抑制艾滋病,国内一些自媒体热传一条视频，声称“2022年底将大规模爆发疫苗诱导性副作用”,国内一些自媒体热传一条视频，声称“2022年底将大规模爆发疫苗诱导性副作用”。视频中引用了一位名为雪莉·坦佩妮（Sherri Tenpenny）——被描述为“擅长过敏、免疫、急诊、家庭医学”同时还有“中西医结合专业资格证书”的医生——的表述，宣称“基于mRNA技术的新冠疫苗危害巨大”。,自媒体视频中“疫苗会杀死免疫系统”“接种疫苗后感染新冠病毒风险提升8.12倍”“接种疫苗者可能暴发免疫抑制艾滋病”等反疫苗观点，从专业角度来看有充分的证据来反驳这些无稽之谈。视频中“头衔加身”的美国医生雪莉·坦佩妮，曾经撰写了多部与其医学专业无关的反疫苗书籍，并热衷于给自家保健品带货，“疫苗会让人体磁化”“接种疫苗者体内存在5G信号”等观点已多次被辟谣。,0,2022/6/17
321,上海全市将进行“阶梯式闭环”“地毯式筛查”,6月8日晚，一条“全市各区县街道陆续开展阶梯式小区闭环措施，执行48小时核酸1-2次检测,6月8日晚，一条“全市各区县街道陆续开展阶梯式小区闭环措施，执行48小时核酸1-2次检测……发现阳性小区执行2+14天隔离，发现阳性密接2+12”的消息在圈群传播。还有传言称，“上海实施地毯式筛查，每个居住地都会轮到48小时封闭，做二次核酸检测，如检出阳性，再封闭12天”，并附上了一张“今晚十二点封小区重点区域清单”。,上海市新冠肺炎疫情防控工作领导小组办公室（简称“市防控办”）答复表示，网传“全市各区县街道陆续开展阶梯式小区闭环措施”“上海将实施地毯式筛查”以及“今晚十二点封小区重点区域清单”均为谣言。这些所谓通知其实都是“旧闻”。其中，关于“阶梯式闭环管理措施”曾于今年3月一字不差地出现在部分自媒体的文章中。而“上海将实施地毯式筛查”的言论及“今晚十二点封小区重点区域清单”，经有关部门溯源调查，也非官方文件，曾于今年4月在互联网上传播。上海的确有部分街镇已经发布核酸筛查或临时管控通知，但均为不同区域根据属地疫情发展情况而制定，并非全市性统一安排，也并非部分网友所解读的“黄浦、徐汇、静安一起封7+7”。,0,2022/6/9
322,深圳的学校将于3月2日起分批开学,——来自较真用户@MYIH提问,深圳市学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。 深圳市政府会议精神： 3月16日 居民出行正常化， 17日公交正常化， 18日逐步放开企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。是真的吗？——来自较真用户@MYIH提问,记者向深圳市教育局了解到，该“情况汇报”与深圳市并无关系，具体开学时间还有待公布，请家长切勿听信谣言，以官方渠道公布的开学时间为准。广东省教育厅日前回应媒体称，目前最新关于开学时间的文件是2月7日发布的调整学校开学时间的通知，没有新变化。全省各级各类学校2月底前不开学。具体开学时间将视疫情防控情况，经科学研判后确定，提前向社会发布。,0,2020/2/20
323,国家发口罩钱了，微信医疗健康每日都能领福利,据腾讯医疗健康声明，日前，微信“支付”页面向全国用户开通“医疗健康”服务。4月1日前，在“医疗健康”服务激活医保电子凭证的用户，可参与“健康金”活动。但这并不是外界所传的“国家发口罩钱了”。根据指引激活成功后，用户只可领取一次“健康金”，并直接提现至微信零钱。,近日，一则有关国家发口罩钱的消息出现在多个微信群，该消息称，通过：微信→支付→医疗健康→（激活领福利）提现到零钱，已激活的，直接点查看福利→每天有2元以上的口罩补贴，可领至4月1日。,据腾讯医疗健康声明，日前，微信“支付”页面向全国用户开通“医疗健康”服务。4月1日前，在“医疗健康”服务激活医保电子凭证的用户，可参与“健康金”活动。但这并不是外界所传的“国家发口罩钱了”。根据指引激活成功后，用户只可领取一次“健康金”，并直接提现至微信零钱。,2,2020/2/20
324,成都、宁波、福州等地学校将于3月2日开学,高中高一、高二年级、初中初一、初二年级延迟一周开学,近日，一张网络截图在成都各个家长群不断流传，截图内容为“疫情防控期间学校开学工作安排情况汇报”“根据省政府2月6日《公告》精神，原则上学校将于3月2日开学”“1、高三年级、初三年级于3月2日开学；高中高一、高二年级、初中初一、初二年级延迟一周开学；小学高年级（四五六年级）延迟2周开学”……,对于上述内容，红星新闻记者向成都市教育局求证了解到，该“情况汇报”与成都市并无关系，具体开学时间还有待公布，请家长切勿听信谣言，以官方渠道公布的开学时间为准。不仅仅是成都，红星新闻记者还在网上搜索到福州市教育局、宁波市教育局、呼和浩特教育局都对该张截图进行过辟谣。,0,2020/2/19
325,温州出现新病毒，490例里40%是全新变异的病毒,中国最新研究表明：新型冠状病毒未发生明显的变异。2020年2月18日，中华预防医学会新型冠状病毒肺炎防控专家组在中华流行病学杂志上发表最新论文《新型冠状病毒肺炎流行病学特征的最新认识》，论文明确指出：目前为止，病毒样本之间的全长基因组序列几乎完全相同，提示病毒未发生明显的变异。对新型冠状病毒的密切监测也表明，不论是环境中分离的病毒，还是前期在人体中分离的病毒，再到近日分离的病毒，均未发现明显的变异。,温州490例里有40%是全新变异的病毒，大家最近别和温州的人近距离接触，温州出现新的病毒，而这新病毒和武汉病毒不一样，疾控中心现在要排查3万多人从温州回广东的这批人。,中国最新研究表明：新型冠状病毒未发生明显的变异。2020年2月18日，中华预防医学会新型冠状病毒肺炎防控专家组在中华流行病学杂志上发表最新论文《新型冠状病毒肺炎流行病学特征的最新认识》，论文明确指出：目前为止，病毒样本之间的全长基因组序列几乎完全相同，提示病毒未发生明显的变异。对新型冠状病毒的密切监测也表明，不论是环境中分离的病毒，还是前期在人体中分离的病毒，再到近日分离的病毒，均未发现明显的变异。,0,2020/2/19
326,华南海鲜市场供货商徐翠芹发文忏悔,这是个老旧谣言。2018年就有署名为“福州仓山人郑国强”的文章流传，除了撰写人和地名不同外，其他内容一模一样。这次流传文章中提到的“徐翠芹”早在2016年另外一个版本的“忏悔文”中就已经出现，当时她的身份是“宁波余姚人”。不过据宁波媒体的调查，当地市场并未发现有叫徐翠芹的人。这次徐翠芹摇身一变又成了“武汉华南海鲜市场供货商”。流传文章标题虽然写着“华南海鲜市场”，但是内文和华南海鲜市场非法售卖野味无关，而是在爆料甲鱼、大闸蟹、小龙虾等水产品的内幕，标题和文章内容不符。而爆料的这些“水产品内幕”，也是罔顾科学的捏造。,近日，一篇“华南海鲜市场供货商的忏悔文”在网络上流传，一位名叫“徐翠芹”的水产商人自曝“黑幕”，在文章中称自己做了18年的水产生意，只知道损人利己，做了很多对不起大众的事情。,这是个老旧谣言。2018年就有署名为“福州仓山人郑国强”的文章流传，除了撰写人和地名不同外，其他内容一模一样。这次流传文章中提到的“徐翠芹”早在2016年另外一个版本的“忏悔文”中就已经出现，当时她的身份是“宁波余姚人”。不过据宁波媒体的调查，当地市场并未发现有叫徐翠芹的人。这次徐翠芹摇身一变又成了“武汉华南海鲜市场供货商”。流传文章标题虽然写着“华南海鲜市场”，但是内文和华南海鲜市场非法售卖野味无关，而是在爆料甲鱼、大闸蟹、小龙虾等水产品的内幕，标题和文章内容不符。而爆料的这些“水产品内幕”，也是罔顾科学的捏造。,0,2020/2/17
327,在口罩中间垫上餐巾纸可以有效阻断新冠病毒,这样能这样有效阻断新冠病毒被呼吸到口鼻吗,在两个普通口罩或一次性防尘口罩或加厚的布口罩中间添加平铺开的三张质地较好的木质餐巾纸，用作过滤空气中的细小颗粒和水汽，每出门一次更换一次餐巾纸，或两个小时更换一次餐巾纸。这样能这样有效阻断新冠病毒被呼吸到口鼻吗？——来自较真用户@魔剑提问,垫餐巾纸并不能有效阻断新冠病毒。餐巾纸的主要原材料是木浆纤维，一种大量存在于树木、棉花等植物中的纤维素纤维。虽然这种纤维吸水性很好，可以一定程度上吸收呼吸产生的水汽。但空气中的小颗粒需要靠拦截或者吸附作用才能够被有效过滤，餐巾纸并不具备这些作用，所以用它过滤颗粒物的效果很小。将餐巾纸夹在两层口罩中间，并不能确保它会固定在一个位置，佩戴过程中面部的活动、口罩的移动等难免会导致餐巾纸发生位移，反而可能影响口罩密封性。关于佩戴两个或多个口罩，由于口罩在过滤空气的同时，还需要兼顾呼气和吸气的舒适度，佩戴两个口罩，过滤效率不会提升两倍，但呼吸阻力的增加却十分明显，因此并无必要。,0,2020/2/17
328,新型冠状病毒会通过眼结膜传染,北京大学第一医院呼吸和危重症医学科主任王广发于2020 年1月8日至1月15日前往武汉工作，随后1月21日确诊新冠病毒感染,北京大学第一医院呼吸和危重症医学科主任王广发于2020 年1月8日至1月15日前往武汉工作，随后1月21日确诊新冠病毒感染。 2020 年1月22日，他发微博表示：高度怀疑新型冠状病毒是先进入眼结膜，而后再到全身。因此推测眼结膜传染可能是感染新型冠状病毒的途径。,武汉大学人民医院陈长征研究组于预印本网站medRxiv（未经同行评议）发表论文称，通过分析67例确诊或疑似新冠肺炎病例，临床数据并不支持新冠病毒可通过结膜途径传播。这是一个对小样本量的回顾性研究，其中只涉及到一个时间点。此外，结膜囊拭子的阴性结果可能受采样量和时间的影响，因为病毒性结膜炎可以自愈。新冠病毒感染性疾病的预防和治疗，应考虑并进一步检查眼部感染的可能性和眼部途径作为潜在感染源的可能性，并进行科学保护。,2,2022/2/24
329,燕窝可以提升免疫系统，预防新型冠状病毒,——来自较真用户@冰清~洁雨的提问,台湾三立新闻： 生物研究所副教授说，目前冠状病毒并没有特效药，而燕窝可以刺激B细胞活化，最近研究显示，燕窝对于这个抗病毒，提升免疫系统都有显著作用存在？真的吗？——来自较真用户@冰清~洁雨的提问。,“燕窝它是水解的”是一个莫名其妙的说法。在燕窝爱好者中流传着“燕窝中存在一种促有丝分裂原，能够促进B细胞生成”的说法。即便不考虑这一说法的科学证据是否充分，“促进B细胞生成”跟“抗病毒”“提高免疫”并不是一回事。在医学上能够刺激b细胞增多的物质很多，但依然没有找到防治新冠病毒的药物。目前并没有任何可信的科学证据显示燕窝能够“抗病毒”“提升免疫系统”。如果有人这么宣称，那他需要把“最近研究”的数据拿出来，才能判断是真是假。在他拿出公开发表的科学论文，或者可信的实验数据之前，科学逻辑可以判断为“假”。,0,2020/2/16
330,多喝热水姜汤、运动、盖被子、晒太阳能预防新冠病毒,如果有发高烧的症状，就盖被子，喝姜汤，让体内的热能提高，无需注射疫苗,这次新型冠状肺炎病毒并不耐热，在溫度26-27度的环境下就会被杀死，所以要多饮用热水防止病毒，只要人体保持热能，多吃点姜，多做运动，就不会感染病毒。如果有发高烧的症状，就盖被子，喝姜汤，让体内的热能提高，无需注射疫苗。多吃姜，蒜头辣椒，胡椒粉都可以解决；少吃甜酸咸苦，不需喝太多水，别去寒冷天气的地区。病毒只要经太阳暴晒就会完全消失。,新冠病毒对热敏感，但并不是在26-27度的环境下就能被杀死，而是需要在56℃、30分钟的条件下才能有效灭活病毒。人体内的温度在37度左右，如果26—27度就能杀死病毒，那么感染在体内根本不能存活。喝热水、喝姜汤、盖被子、晒太阳，也都达不到杀灭病毒的温度。,0,2020/2/16
331,美国华裔专家的“自救措施”能治疗新型冠状病毒肺炎,美国华裔专家（吴教授）揭秘绝大多数医生都不知道的新冠病毒肺炎机理及自救措施,网上有一个流传得比较广的贴子：“独家最新报道！美国华裔专家（吴教授）揭秘绝大多数医生都不知道的新冠病毒肺炎机理及自救措施！必看！救人救己！”其中提到，在受感染后的早期，应该针对过度免疫反应产生的过量氧自由基和炎症因子进行用药，应大剂量服用抗氧化剂，维生素C、E，以及板蓝根、金银花等都是很好的抗氧化清除自由基药物。,吴教授所说的“新冠病毒肺炎的机理其实是过激的免疫反应制造的大量自由基引起的器官损伤”并不准确，与新型冠状病毒并无关系。“免疫过激反应的机制绝大多数医生都不知道”也不是事实，该机制只要是学过免疫学的人都有所了解。吴教授提到的所谓“针对自由基的抗病毒治疗”，世界卫生组织和美国疾病控制与预防中心都没有提出过。维生素C抗新型冠状病毒，并没有任何实验或临床证据。对付流感，维生素C可能有一些作用，但是不应过分夸大。,0,2020/2/15
332,印度南部新冠肺炎大爆发，几十人确诊数千人隔离,文中总结道“2月7日印度从武汉撤回15名印度公民，到11日短短四天就导致数千人隔离，几十个人确诊，这在全世界都是极为罕见的”,最近有一篇《印度南部新冠肺炎爆发，三千多人被隔离，或向中美求助》的热帖传开了。文中总结道“2月7日印度从武汉撤回15名印度公民，到11日短短四天就导致数千人隔离，几十个人确诊，这在全世界都是极为罕见的”。,这只是将想象当成事实和错误的解读数据导致的误解。喀拉拉邦之所以隔离了三千多人，是因为吸取了过往的教训，对来自疫区的人群采取了极高的隔离标准。实际上，截止2月14日，印度本土一共报告了三起确诊病例，均位于印度南部的喀拉拉邦，都是从武汉撤回的医学生。,0,2020/2/15
